time_intervals,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,pkt_get,pkt_data,pkt_put,pkt_ack,inport_local,inport_north,inport_south,inport_east,inport_west,outport_local,outport_north,outport_south,outport_east,outport_west,target,tot_packets,tot_mean
42000,67,26,19,18,23,0,1,0,5,5,6,0,0,0,0,0,21,95,45,9,67,21,44,9,29,67,9,29,21,44,1,170,11.333333333333334
42000,80,103,38,25,41,29,1,1,9,16,11,6,10,6,0,0,42,210,103,21,145,61,87,37,46,145,37,47,61,86,0,376,25.066666666666666
43000,72,36,7,1,23,24,12,1,11,17,5,6,0,0,0,0,20,110,71,14,72,34,50,26,33,71,26,34,34,50,1,215,14.333333333333334
43000,87,122,42,12,40,77,42,12,7,29,0,0,6,17,0,0,46,215,194,38,164,87,75,72,95,166,71,94,87,75,0,493,32.86666666666667
44000,78,121,79,49,32,42,18,13,10,23,5,6,6,18,0,0,48,226,189,37,167,58,117,65,93,162,65,93,63,117,0,500,33.333333333333336
44000,53,30,24,12,24,6,0,0,24,12,0,0,6,0,0,0,18,90,69,14,53,39,36,27,36,54,27,35,39,36,1,191,12.733333333333333
45000,59,74,37,13,45,37,18,1,32,24,7,1,0,11,5,6,33,169,139,29,117,96,42,71,44,121,71,44,92,42,0,364,24.266666666666666
45000,36,18,18,6,18,0,12,6,18,6,18,6,12,12,18,12,18,90,90,18,36,48,42,48,42,36,48,42,48,42,1,204,13.6
46000,31,12,6,6,19,13,1,7,0,0,0,0,0,0,0,0,10,25,50,10,31,13,9,18,24,31,18,24,13,9,1,95,6.333333333333333
46000,47,83,60,30,42,17,6,6,17,5,11,6,12,12,18,12,30,174,148,32,112,65,82,53,72,112,53,72,65,82,0,372,24.8
47000,69,28,21,9,41,29,29,19,18,0,6,2,6,6,12,1,21,130,124,21,69,53,63,53,58,66,55,59,53,63,1,295,19.666666666666668
47000,37,71,30,18,12,29,6,12,0,0,0,0,0,0,0,0,18,91,88,18,83,19,48,17,48,84,17,48,18,48,0,215,14.333333333333334
48000,67,86,73,48,41,30,31,36,24,0,6,12,12,12,18,18,52,210,215,37,127,76,107,87,117,127,87,117,76,107,0,496,33.06666666666667
48000,62,20,15,9,30,18,18,16,18,12,0,4,6,6,6,11,24,105,101,21,62,42,54,49,44,65,47,43,42,54,1,240,16.0
49000,55,19,12,6,24,6,6,6,24,18,12,12,6,6,12,0,19,100,85,20,55,54,36,42,37,55,42,37,54,36,1,224,14.933333333333334
49000,79,75,9,8,46,51,22,18,30,36,0,0,0,6,6,6,33,215,116,28,115,91,84,52,50,113,53,51,91,84,0,386,25.733333333333334
50000,36,18,12,6,6,0,0,6,6,6,6,12,0,0,0,0,10,60,37,7,36,12,33,12,21,35,12,22,12,33,1,114,7.6
50000,46,82,41,21,12,36,36,34,12,24,24,15,6,6,12,0,36,165,175,31,106,72,71,79,79,105,79,80,72,71,0,407,27.133333333333333
51000,59,24,24,6,36,12,24,0,19,0,12,0,19,7,19,0,29,115,98,19,60,54,46,62,39,60,62,38,55,46,1,261,17.4
51000,54,54,24,8,24,24,12,2,24,30,18,9,6,12,24,0,31,170,99,25,84,77,67,66,31,87,65,29,77,67,0,325,21.666666666666668
52000,69,86,26,7,36,63,31,13,19,45,29,6,24,23,12,0,49,245,163,32,122,130,75,98,64,120,98,66,130,75,0,489,32.6
52000,90,42,30,18,47,6,6,12,5,0,0,0,5,5,5,0,20,130,100,21,89,40,64,24,54,90,24,54,39,64,1,271,18.066666666666666
53000,72,37,36,18,35,18,24,18,19,0,6,6,12,12,18,12,35,160,125,23,73,53,90,61,66,72,61,66,54,90,1,331,22.066666666666666
53000,114,126,61,35,73,29,12,0,24,23,24,0,0,0,0,0,49,229,202,41,171,76,98,68,108,169,68,106,76,102,0,521,34.733333333333334
54000,85,43,29,24,42,18,12,0,29,0,0,0,12,0,0,0,24,124,120,26,89,54,49,42,60,85,42,60,53,54,1,294,19.6
54000,83,109,66,26,59,54,42,19,30,12,12,7,12,23,35,18,58,276,230,43,152,116,126,114,99,156,114,99,116,122,0,589,39.266666666666666
55000,85,126,50,31,60,52,18,12,24,17,12,12,12,1,0,0,49,245,180,38,174,97,93,66,82,174,66,82,97,93,0,512,34.13333333333333
55000,84,43,37,18,41,13,18,12,17,1,0,0,5,6,0,0,26,141,107,21,79,45,76,33,62,83,33,63,45,71,1,295,19.666666666666668
56000,88,136,75,25,35,65,24,18,23,58,17,10,11,46,0,2,56,300,236,41,171,140,105,108,109,164,111,113,140,105,0,631,42.06666666666667
56000,81,48,48,18,33,1,18,6,29,24,36,12,6,6,12,0,33,165,151,29,81,64,89,60,84,82,60,83,64,89,1,378,25.2
57000,81,114,67,18,49,29,37,7,25,41,55,14,9,34,60,10,59,286,249,56,155,138,121,130,106,156,127,103,140,124,0,640,42.666666666666664
57000,71,24,22,15,47,16,17,19,24,6,12,18,18,12,18,12,37,185,108,21,71,84,78,57,61,68,59,62,84,78,1,339,22.6
58000,78,27,29,17,47,0,12,6,35,12,24,13,23,11,17,6,35,171,124,27,81,81,71,68,56,81,66,55,81,74,1,351,23.4
58000,101,123,64,30,53,48,24,36,35,30,24,36,33,19,6,12,60,289,275,50,165,138,118,123,130,171,123,129,136,115,0,662,44.13333333333333
59000,79,29,12,6,48,15,6,6,48,24,12,12,12,18,12,0,27,139,146,27,76,84,46,87,46,78,88,46,84,43,1,339,22.6
59000,96,102,54,40,66,24,12,18,42,30,30,30,36,24,24,24,54,270,274,54,162,138,108,126,118,160,126,120,138,108,0,628,41.86666666666667
60000,68,33,31,24,35,26,24,36,12,6,12,12,6,6,6,12,35,145,144,25,68,53,82,58,88,69,57,88,53,82,1,337,22.466666666666665
60000,80,106,45,38,56,53,9,12,49,35,12,18,12,24,18,12,48,255,226,50,149,120,103,125,82,150,125,81,120,103,0,567,37.8
61000,82,42,30,12,28,6,12,18,18,12,18,12,6,6,6,12,23,145,123,29,82,48,84,40,66,82,40,66,48,84,1,308,20.533333333333335
61000,77,110,44,27,51,71,45,45,16,30,18,8,5,17,17,7,58,275,218,37,149,123,109,98,109,147,99,110,123,109,0,581,38.733333333333334
62000,104,118,52,28,54,36,7,22,17,17,12,17,6,12,12,23,46,250,194,47,160,83,131,64,99,162,64,97,83,131,0,514,34.266666666666666
62000,69,25,15,6,32,0,6,6,24,0,6,6,24,12,18,12,25,112,102,22,71,60,36,56,38,69,56,38,60,38,1,249,16.6
63000,83,35,21,6,48,24,12,6,24,18,6,12,0,0,0,0,25,123,125,22,81,54,52,54,54,83,54,54,54,50,1,295,19.666666666666668
63000,88,119,46,16,47,42,42,18,48,24,12,6,48,30,30,12,53,270,256,49,160,143,93,138,94,159,137,96,143,93,0,616,41.06666666666667
64000,77,36,24,6,42,30,24,12,24,6,6,0,12,18,12,0,26,144,130,29,78,65,66,66,54,77,66,54,66,66,1,329,21.933333333333334
64000,102,115,38,20,73,72,12,12,48,53,6,18,12,24,6,12,55,269,247,52,163,137,96,134,93,164,134,91,137,97,0,611,40.733333333333334
65000,81,91,32,18,48,70,36,30,36,30,12,12,12,18,12,0,45,236,215,42,133,118,90,109,88,132,109,90,118,89,0,538,35.86666666666667
65000,74,20,14,13,41,18,13,25,29,12,1,1,5,5,5,6,33,141,90,18,73,62,57,43,47,74,43,47,61,57,1,276,18.4
66000,77,42,24,24,23,18,6,18,11,5,5,6,6,6,6,12,22,135,110,22,77,40,76,30,66,77,30,66,40,76,1,277,18.466666666666665
66000,82,23,18,13,47,18,12,25,35,12,0,1,5,5,5,6,31,140,115,21,82,63,57,51,54,84,51,52,63,57,0,301,20.066666666666666
67000,66,24,24,18,43,12,18,30,19,1,7,6,6,6,6,12,27,110,135,26,67,49,56,60,66,66,60,66,50,56,1,286,19.066666666666666
67000,66,25,19,12,29,18,7,18,17,5,6,6,6,6,6,12,24,120,95,19,66,40,64,44,44,66,44,44,40,64,0,246,16.4
68000,76,27,24,18,47,15,18,24,35,13,11,18,12,8,6,12,29,170,139,26,75,80,76,64,69,74,65,70,79,76,1,352,23.466666666666665
68000,72,30,24,12,43,24,24,18,13,1,7,6,6,6,6,12,26,120,130,28,73,55,56,54,66,72,54,66,56,56,0,292,19.466666666666665
69000,74,51,48,24,24,3,12,12,24,10,18,12,18,22,18,12,36,150,166,30,74,66,78,71,93,76,70,92,66,78,1,370,24.666666666666668
69000,76,27,24,18,47,14,18,24,35,13,11,18,12,7,6,12,29,170,137,26,75,80,76,62,69,73,64,70,79,76,0,350,23.333333333333332
70000,84,24,18,12,60,24,18,12,18,6,6,6,0,0,0,0,23,125,115,25,84,54,54,42,54,84,42,54,54,54,1,288,19.2
70000,74,51,48,24,24,4,12,12,24,10,18,12,18,23,18,12,36,150,168,30,74,66,78,73,93,77,71,92,66,78,0,372,24.8
71000,66,42,24,6,24,6,18,0,24,30,36,0,0,0,0,0,21,125,105,25,66,48,66,48,48,66,48,48,48,66,1,276,18.4
71000,84,24,18,12,60,24,18,12,18,6,6,6,0,0,0,0,23,125,115,25,84,54,54,42,54,84,42,54,54,54,0,288,19.2
72000,66,42,24,6,24,6,18,0,24,30,36,0,0,0,0,0,21,125,105,25,66,48,66,48,48,66,48,48,48,66,0,276,18.4
72000,66,30,30,18,36,12,24,18,12,12,18,12,0,0,0,0,26,110,130,22,66,42,60,42,78,66,42,78,42,60,1,288,19.2
73000,43,24,24,18,18,0,6,12,18,6,12,12,12,12,12,24,19,115,96,23,43,48,66,48,48,42,48,49,48,66,1,229,15.266666666666667
73000,67,31,31,19,36,12,24,18,12,12,18,12,0,0,0,0,26,110,130,26,67,42,63,42,78,67,42,78,42,63,0,292,19.466666666666665
74000,71,37,24,12,35,7,18,12,29,7,12,16,23,12,12,4,32,135,142,22,71,69,53,71,67,70,73,66,69,53,1,327,21.8
74000,44,26,25,19,18,0,6,13,18,6,12,12,12,12,12,24,19,115,106,19,44,48,63,49,55,41,51,56,48,63,0,235,15.666666666666666
75000,75,37,16,4,36,12,18,5,30,12,12,12,24,18,12,0,28,135,133,27,75,72,54,71,51,76,69,52,72,54,0,323,21.533333333333335
75000,54,36,36,24,18,0,0,12,18,0,0,14,18,18,18,32,23,140,107,28,54,54,84,40,66,56,38,66,54,84,1,266,17.733333333333334
76000,64,27,27,0,24,0,14,0,12,12,26,0,0,0,0,0,16,80,94,16,64,30,36,34,42,62,35,43,30,36,1,206,13.733333333333333
76000,55,38,30,18,18,0,0,18,18,0,0,18,18,18,18,36,25,130,122,26,55,54,72,54,68,56,54,67,54,72,0,267,17.8
77000,68,36,36,12,24,0,12,0,12,12,24,0,0,0,0,0,20,97,99,20,68,30,54,30,54,69,30,53,30,54,0,236,15.733333333333333
77000,56,33,27,12,24,6,16,0,24,30,34,0,0,0,0,0,23,115,101,23,56,48,60,44,54,58,43,53,48,60,1,262,17.466666666666665
78000,54,26,20,1,24,6,18,0,24,30,36,0,0,0,0,0,19,98,103,19,54,48,42,48,47,52,48,49,48,42,0,239,15.933333333333334
78000,24,12,12,6,12,0,6,6,12,6,12,6,6,6,6,12,12,60,60,12,24,30,30,30,30,24,30,30,30,30,1,132,8.8
79000,55,37,25,25,18,0,0,18,18,0,0,18,18,18,18,36,27,115,135,27,55,54,63,54,78,55,54,78,54,63,1,268,17.866666666666667
79000,45,34,22,17,12,0,6,6,12,6,12,6,6,6,6,12,18,90,82,18,45,30,54,30,49,47,30,47,30,54,0,196,13.066666666666666
80000,48,36,12,12,12,0,0,12,12,0,0,12,12,12,12,24,18,90,90,18,48,36,48,36,48,48,36,48,36,48,0,192,12.8
80000,56,23,23,5,18,0,18,0,18,18,36,0,0,0,0,0,16,100,83,16,56,36,51,36,36,56,36,36,36,51,1,215,14.333333333333334
81000,51,24,12,6,18,0,6,6,6,6,12,6,0,0,0,6,17,50,82,10,51,18,18,36,36,51,36,36,18,18,1,153,10.2
81000,54,30,30,18,18,0,12,6,18,12,24,6,6,6,6,12,22,105,110,21,54,42,60,42,60,54,42,60,42,60,0,246,16.4
82000,61,30,18,12,13,0,6,0,6,6,12,0,0,0,0,0,14,65,70,15,61,13,36,18,36,61,18,36,13,36,0,164,10.933333333333334
82000,66,36,24,6,30,25,19,12,18,6,6,0,18,24,18,6,26,145,115,28,67,66,71,54,56,66,54,56,66,72,1,308,20.533333333333335
83000,60,42,18,6,18,0,12,6,13,6,18,6,7,7,15,12,22,92,110,22,62,38,44,48,54,60,48,54,38,46,0,234,15.6
83000,24,12,12,12,13,6,6,13,6,0,0,6,6,6,6,12,12,55,60,13,24,24,32,24,36,24,24,36,25,31,1,128,8.533333333333333
84000,63,30,24,12,34,11,17,17,30,12,12,12,24,24,36,24,30,171,150,31,65,86,81,84,66,63,84,66,88,81,1,358,23.866666666666667
84000,65,36,24,6,29,30,18,12,11,6,0,0,11,17,3,0,20,128,100,20,63,51,64,36,54,65,36,54,51,62,0,268,17.866666666666667
85000,42,30,18,12,12,6,12,18,6,0,6,6,6,6,12,12,20,70,100,14,42,24,42,42,54,42,42,54,24,42,0,192,12.8
85000,58,18,18,6,38,0,12,6,25,12,24,6,6,6,6,12,22,99,110,22,55,54,42,60,42,58,60,42,51,42,1,241,16.066666666666666
86000,53,24,24,18,29,6,12,12,11,6,12,0,0,0,0,0,16,95,80,16,53,34,48,24,48,53,24,48,34,48,1,207,13.8
86000,60,30,24,18,30,6,6,18,30,12,6,18,24,24,30,30,31,150,155,30,60,84,66,84,72,60,84,72,84,66,0,336,22.4
87000,36,18,18,12,18,6,12,18,12,0,6,6,12,12,18,12,18,90,90,18,36,42,48,42,48,36,42,48,42,48,1,204,13.6
87000,54,12,12,0,42,0,12,0,30,12,24,0,6,6,6,6,15,110,75,22,54,60,42,42,24,54,42,24,60,42,0,216,14.4
88000,48,24,24,18,24,6,12,12,6,6,12,0,0,0,0,0,16,80,80,16,48,24,48,24,48,48,24,48,24,48,0,192,12.8
88000,38,26,25,19,12,6,12,12,6,0,6,0,6,6,12,0,15,75,81,15,38,24,48,24,52,36,25,53,24,48,1,186,12.4
89000,48,30,18,12,18,6,12,18,12,0,6,6,12,12,18,12,20,100,100,20,48,42,54,42,54,48,42,54,42,54,0,228,15.2
89000,58,28,23,17,30,6,6,18,30,12,6,18,24,24,30,36,31,155,149,31,58,84,72,84,68,60,83,67,84,72,1,330,22.0
90000,60,24,24,12,24,0,12,0,12,12,24,0,0,0,0,0,17,85,85,17,60,30,42,30,42,60,30,42,30,42,1,204,13.6
90000,42,36,24,18,6,6,12,12,0,0,6,0,0,0,6,0,17,55,85,11,42,6,42,24,54,42,24,54,6,42,0,168,11.2
91000,60,24,24,6,36,0,18,6,24,24,42,12,0,0,0,0,23,115,115,23,60,54,54,54,54,60,54,54,54,54,1,276,18.4
91000,60,30,24,18,30,6,6,16,30,12,6,16,24,24,30,27,28,150,151,30,60,84,66,77,72,57,80,72,84,66,0,332,22.133333333333333
92000,36,18,18,12,18,6,12,18,12,6,12,6,6,6,6,12,17,85,85,17,36,36,48,36,48,36,36,48,36,48,1,192,12.8
92000,60,24,24,12,30,0,12,2,18,12,24,2,6,6,6,9,20,115,89,23,60,48,60,37,42,63,34,42,48,60,0,238,15.866666666666667
93000,48,30,18,18,18,0,0,18,18,0,0,18,18,18,18,36,23,115,115,23,48,54,60,54,60,48,54,60,54,60,1,240,16.0
93000,60,24,24,4,30,0,18,0,18,18,36,0,0,0,0,0,20,90,104,18,60,42,36,42,52,58,42,54,42,36,0,232,15.466666666666667
94000,54,18,18,0,24,0,18,0,12,12,30,0,0,0,0,0,18,65,90,13,54,30,24,42,36,54,42,36,30,24,1,186,12.4
94000,66,36,24,26,18,6,6,24,12,6,6,18,6,6,6,12,22,125,106,25,66,36,78,36,62,68,36,60,36,78,0,266,17.733333333333334
95000,36,12,12,6,24,0,6,6,12,6,12,6,6,6,10,12,14,70,74,14,36,36,30,40,30,34,42,30,36,30,1,160,10.666666666666666
95000,36,24,12,6,12,0,6,6,12,6,12,6,6,6,6,12,14,70,70,14,36,30,36,30,36,36,30,36,30,36,0,156,10.4
96000,30,6,6,6,12,6,6,12,6,0,0,0,6,6,8,0,7,60,31,12,30,24,30,8,18,32,6,18,24,30,1,110,7.333333333333333
96000,48,18,18,12,30,0,6,12,18,6,12,12,12,12,12,24,21,105,105,21,48,54,48,54,48,48,54,48,54,48,0,228,15.2
97000,55,31,24,12,12,0,12,0,12,12,24,0,0,0,0,0,17,75,85,17,55,24,43,24,48,55,24,48,24,43,0,194,12.933333333333334
97000,54,36,24,18,18,6,12,24,12,0,6,12,13,13,19,19,27,100,135,24,55,42,57,60,72,54,60,72,43,57,1,267,17.8
98000,55,31,25,18,24,0,6,6,12,0,6,6,12,12,18,12,19,105,100,19,55,42,53,42,51,53,42,53,42,53,0,231,15.4
98000,54,18,18,6,36,0,12,6,24,6,18,6,17,17,23,17,20,135,100,23,53,72,57,54,42,54,54,42,71,57,1,261,17.4
99000,24,5,6,6,6,6,6,12,0,0,0,0,0,0,0,0,6,30,29,6,24,6,18,6,17,24,6,17,6,18,0,71,4.733333333333333
99000,55,12,12,0,31,0,12,0,19,12,24,0,7,0,0,0,17,65,85,17,55,33,24,48,24,55,48,24,33,24,1,184,12.266666666666667
100000,64,41,29,18,24,6,18,24,18,0,12,12,18,18,30,24,33,135,161,27,64,60,72,78,82,66,78,80,60,72,0,332,22.133333333333333
100000,78,42,30,24,36,12,6,12,35,18,12,18,29,36,18,12,33,185,167,33,78,99,78,85,78,78,85,78,99,78,1,406,27.066666666666666
101000,60,30,30,18,30,0,12,6,18,6,16,6,12,12,12,12,22,120,114,24,60,54,60,46,60,58,48,60,54,60,0,268,17.866666666666667
101000,89,24,18,0,53,6,12,0,42,12,12,0,24,12,24,0,29,130,143,26,89,84,30,83,42,89,83,42,84,30,1,328,21.866666666666667
102000,58,10,9,2,36,0,6,0,24,12,20,0,12,0,0,0,13,85,74,17,58,48,24,38,21,58,36,23,48,24,0,189,12.6
102000,85,43,43,25,42,6,6,12,24,0,0,0,0,0,0,0,24,115,120,27,85,36,63,36,66,85,36,66,36,63,1,286,19.066666666666666
103000,74,33,22,22,41,12,1,12,29,18,7,18,23,35,12,12,35,175,132,29,74,87,76,75,59,76,75,57,87,76,0,359,23.933333333333334
103000,83,35,23,5,48,30,30,0,6,12,0,0,0,0,0,0,23,115,115,19,83,42,51,48,48,83,48,48,42,51,1,272,18.133333333333333
104000,72,36,18,12,30,42,18,0,6,12,0,0,0,0,0,0,19,110,95,22,72,36,60,30,48,72,30,48,36,60,1,246,16.4
104000,84,37,31,0,42,6,12,0,42,12,12,0,24,12,24,0,30,135,145,28,85,78,43,78,54,84,78,54,78,44,0,338,22.533333333333335
105000,82,58,45,18,18,6,21,6,12,12,20,12,0,0,0,0,24,125,136,25,82,30,78,35,85,80,36,86,30,78,1,310,20.666666666666668
105000,87,35,35,30,53,6,6,12,24,0,0,0,0,0,0,0,23,126,115,24,88,39,65,42,54,87,42,54,41,64,0,288,19.2
106000,68,20,21,12,48,0,9,12,42,24,34,24,18,0,0,0,32,150,124,26,68,81,60,70,53,70,69,52,81,60,1,332,22.133333333333333
106000,81,36,18,0,44,43,36,0,6,12,0,0,0,0,0,0,24,109,120,23,80,45,49,48,54,81,48,54,44,49,0,276,18.4
107000,72,36,18,18,30,24,0,6,18,12,0,6,18,30,6,12,25,130,125,26,72,66,54,60,54,72,60,54,66,54,1,294,19.6
107000,73,36,24,12,24,30,23,0,6,12,0,0,0,0,0,0,20,99,100,21,76,31,49,30,54,73,30,54,30,53,0,240,16.0
108000,83,60,48,18,23,5,19,6,18,18,34,12,0,0,0,0,29,141,149,25,79,41,88,46,90,81,48,90,41,84,0,344,22.933333333333334
108000,84,42,34,16,36,18,12,0,12,0,0,0,0,0,0,0,21,100,113,20,84,30,48,30,62,82,30,64,30,48,1,254,16.933333333333334
109000,67,18,12,12,53,12,0,12,36,18,20,24,18,0,0,0,26,144,106,26,72,76,53,59,42,69,57,42,80,54,0,302,20.133333333333333
109000,42,18,20,14,24,12,18,12,0,0,0,0,0,0,0,0,13,75,57,15,42,18,48,18,34,44,18,32,18,48,1,160,10.666666666666666
110000,71,30,18,18,25,12,0,6,18,12,0,6,18,30,6,12,24,116,120,22,66,59,49,60,48,71,60,48,55,48,0,270,18.0
110000,28,22,21,21,6,0,0,8,6,0,0,6,6,6,6,12,11,55,71,11,28,18,36,20,46,26,21,47,18,36,1,136,9.066666666666666
111000,84,48,42,18,36,24,24,4,12,0,0,0,0,0,0,0,25,115,129,23,84,36,60,34,78,82,36,78,36,60,0,292,19.466666666666665
111000,71,23,15,9,48,32,24,22,12,0,0,0,0,0,0,0,22,110,102,22,71,42,54,42,47,72,42,46,42,54,1,256,17.066666666666666
112000,75,28,24,18,47,23,18,24,29,1,0,12,29,18,12,24,35,175,142,30,75,87,77,73,70,76,72,70,87,77,1,358,23.866666666666667
112000,30,6,6,6,24,6,6,14,6,0,0,6,6,6,6,12,10,70,46,14,30,30,36,26,18,32,24,18,30,36,0,128,8.533333333333333
113000,84,24,18,6,60,18,24,12,36,12,6,0,6,0,0,0,30,125,130,21,84,69,36,69,48,84,69,48,69,36,1,306,20.4
113000,36,18,18,18,18,6,6,12,0,0,0,0,0,0,0,0,11,55,55,11,36,12,36,12,36,36,12,36,12,36,0,132,8.8
114000,78,42,30,24,36,36,18,16,12,0,0,4,0,0,0,3,26,110,141,22,78,36,60,47,78,75,50,78,36,60,0,296,19.733333333333334
114000,60,28,18,12,30,12,12,18,24,18,18,12,12,18,12,0,23,135,119,27,60,66,66,54,58,58,54,60,66,66,1,304,20.266666666666666
115000,78,31,30,12,47,13,18,20,35,1,0,8,29,18,12,21,34,175,134,30,78,81,83,70,61,81,67,61,81,83,0,352,23.466666666666665
115000,82,47,20,12,24,12,6,12,18,12,18,18,6,6,6,12,25,130,130,26,82,48,66,48,67,82,48,67,48,66,1,299,19.933333333333334
116000,82,51,46,36,32,12,6,18,24,12,0,6,6,6,6,12,30,150,145,30,82,48,90,50,85,84,50,83,48,90,1,343,22.866666666666667
116000,79,24,18,6,55,18,24,12,31,13,9,0,6,0,0,0,27,127,115,26,81,71,38,57,48,79,57,48,71,40,0,295,19.666666666666668
117000,66,43,36,24,23,12,6,18,17,17,9,12,6,12,0,0,23,138,117,23,64,46,82,36,73,65,36,74,46,80,0,301,20.066666666666666
117000,88,42,18,0,46,24,24,0,24,18,18,0,12,0,0,0,29,120,141,24,88,60,42,70,54,88,70,54,60,42,1,314,20.933333333333334
118000,83,47,18,12,24,12,6,12,18,6,12,18,12,12,18,12,27,135,133,27,83,54,66,54,65,84,54,64,54,66,0,310,20.666666666666668
118000,72,36,30,18,36,6,0,18,24,24,18,30,6,12,0,0,28,135,140,27,72,60,66,60,72,72,60,72,60,66,1,330,22.0
119000,73,24,12,12,49,24,12,24,30,30,6,6,0,0,0,0,23,135,115,29,73,61,66,54,48,73,54,48,61,66,1,302,20.133333333333333
119000,83,54,48,30,30,12,12,12,24,18,12,0,0,0,0,0,28,139,140,28,84,41,84,42,84,83,42,84,42,84,0,335,22.333333333333332
120000,59,24,18,6,35,6,12,6,30,12,18,6,24,18,12,7,27,110,135,21,60,71,30,84,48,59,84,48,71,31,1,286,19.066666666666666
120000,87,37,12,6,48,24,12,6,24,12,0,6,18,6,6,12,26,131,133,26,86,67,48,66,49,85,66,51,66,48,0,304,20.266666666666666
121000,71,29,24,12,42,6,12,12,30,30,36,24,6,12,0,0,29,145,143,29,71,72,66,72,65,72,72,64,72,66,0,346,23.066666666666666
121000,77,36,18,0,42,6,6,0,42,12,6,0,24,12,18,5,22,144,110,28,77,77,54,60,36,77,60,36,78,53,1,299,19.933333333333334
122000,77,42,30,18,36,24,12,30,24,24,6,12,0,0,0,0,30,130,149,26,77,48,72,60,78,78,60,77,48,72,0,335,22.333333333333332
122000,67,48,42,28,18,12,0,4,12,0,0,0,0,0,0,0,20,86,108,17,66,19,54,22,70,65,22,72,18,54,1,231,15.4
123000,66,18,12,0,48,6,12,0,36,18,18,0,24,18,12,0,22,130,110,26,66,84,36,72,30,66,72,30,84,36,0,288,19.2
123000,54,18,18,8,36,12,24,14,24,12,18,12,12,0,0,0,21,120,97,24,54,54,60,50,44,56,50,42,54,60,1,262,17.466666666666665
124000,67,42,24,6,25,6,6,6,25,11,6,6,12,12,18,12,25,109,125,25,71,50,49,60,54,67,60,54,50,53,0,272,18.133333333333333
124000,60,30,24,12,30,6,12,0,30,18,18,0,18,6,12,0,23,115,115,23,60,60,48,60,48,60,60,48,60,48,1,276,18.4
125000,42,36,36,24,6,0,0,6,6,0,0,6,6,6,6,12,18,70,90,14,42,18,48,18,66,42,18,66,18,48,1,180,12.0
125000,65,24,18,18,41,18,6,12,29,1,0,0,12,0,0,0,19,111,95,19,61,52,47,42,42,65,42,42,52,43,0,244,16.266666666666666
126000,60,30,30,18,30,6,18,6,24,12,18,12,12,0,0,0,23,115,115,23,60,48,60,48,60,60,48,60,48,60,0,276,18.4
126000,30,18,18,12,12,0,6,6,12,12,18,12,0,0,0,0,11,75,55,15,30,24,48,24,30,30,24,30,24,48,1,156,10.4
127000,54,24,19,7,30,6,12,0,30,18,18,0,18,6,12,0,23,95,115,21,55,60,31,60,48,54,60,48,60,32,0,254,16.933333333333334
127000,24,18,18,6,6,0,0,6,6,6,6,12,0,0,0,0,9,45,45,9,24,12,30,12,30,24,12,30,12,30,1,108,7.2
128000,52,46,45,27,6,0,6,2,6,6,12,2,0,0,0,0,16,80,98,16,52,12,60,16,70,50,17,71,12,60,1,210,14.0
128000,48,42,41,23,6,0,0,6,6,0,0,6,6,6,6,12,17,90,85,16,47,18,65,18,60,48,18,60,18,64,0,196,13.066666666666666
129000,31,24,24,12,6,0,6,0,6,6,12,0,0,0,0,0,9,60,46,12,31,12,42,12,30,30,12,31,12,42,0,127,8.466666666666667
129000,38,24,19,6,12,6,0,4,12,18,6,10,0,0,0,0,14,65,63,13,38,24,36,20,37,37,19,39,24,36,1,155,10.333333333333334
130000,49,43,38,9,12,6,6,0,12,12,6,0,6,6,12,0,19,94,84,20,54,30,54,30,49,52,30,46,30,59,1,217,14.466666666666667
130000,23,12,12,12,12,0,0,12,12,12,12,24,0,0,0,0,12,60,59,12,23,24,36,24,36,24,24,35,24,36,0,143,9.533333333333333
131000,42,30,30,24,12,0,6,12,12,6,12,13,6,6,6,12,22,80,110,17,43,30,48,42,66,42,42,66,30,49,0,217,14.466666666666667
131000,29,13,12,6,12,0,6,6,12,12,18,12,0,0,0,0,11,61,55,11,24,24,36,24,30,29,24,30,24,31,1,138,9.2
132000,42,24,18,6,18,6,0,6,18,18,6,11,6,6,6,12,14,100,70,19,41,42,54,30,36,42,30,36,42,53,0,191,12.733333333333333
132000,24,12,6,6,12,6,0,6,12,18,6,12,0,0,0,0,10,50,50,10,24,24,24,24,24,24,24,24,24,24,1,120,8.0
133000,50,38,31,12,12,6,6,0,12,12,6,0,6,6,12,0,17,85,90,17,50,30,48,30,51,49,30,52,30,48,0,209,13.933333333333334
133000,40,39,39,12,0,0,2,0,0,0,2,0,0,0,0,0,10,50,64,10,40,0,42,4,48,38,5,49,0,42,1,134,8.933333333333334
134000,38,15,9,6,18,6,4,6,18,24,16,12,0,0,0,0,16,75,66,15,38,36,36,32,30,40,31,29,36,36,1,172,11.466666666666667
134000,34,34,35,12,0,0,0,0,0,0,0,0,0,0,0,0,10,50,45,10,34,0,42,0,39,35,0,38,0,42,0,115,7.666666666666667
135000,54,42,36,12,6,6,0,0,6,12,0,0,0,0,0,0,14,75,70,15,54,12,48,12,48,54,12,48,12,48,1,174,11.6
135000,48,24,18,12,24,6,6,12,24,30,24,24,0,0,0,0,21,105,105,21,48,48,54,48,54,48,48,54,48,54,0,252,16.8
