time_intervals,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,pkt_get,pkt_data,pkt_put,pkt_ack,inport_local,inport_north,inport_south,inport_east,inport_west,outport_local,outport_north,outport_south,outport_east,outport_west,target,tot_packets,tot_mean
1802000,48,18,12,6,30,18,18,12,18,12,6,0,0,0,0,0,17,80,85,16,48,36,36,42,36,48,42,36,36,36,0,198,13.2
1802000,48,18,12,6,18,6,6,6,18,6,6,6,18,24,18,12,19,95,95,19,48,54,36,54,36,48,54,36,54,36,1,216,14.4
1803000,44,18,18,12,24,0,6,12,24,12,18,18,12,12,18,12,19,120,97,24,44,60,60,48,48,44,48,48,60,60,0,248,16.533333333333335
1803000,48,24,6,0,24,18,12,0,0,0,0,0,0,0,0,0,11,55,55,11,48,18,24,18,24,48,18,24,18,24,1,132,8.8
1804000,52,36,24,12,7,0,0,0,0,0,0,0,0,0,0,0,12,50,58,11,53,0,36,6,36,52,6,36,1,36,0,131,8.733333333333333
1804000,49,19,12,6,30,12,12,12,24,18,12,0,0,0,0,0,17,85,87,17,49,42,36,42,37,48,42,38,42,36,1,206,13.733333333333333
1805000,66,30,12,12,35,18,6,18,18,6,6,12,0,0,0,0,19,105,95,20,65,42,48,36,48,66,36,48,41,48,0,239,15.933333333333334
1805000,47,17,18,12,18,0,6,12,18,6,12,18,12,12,18,12,20,100,98,20,47,48,48,48,47,48,48,46,48,48,1,226,15.066666666666666
1806000,78,48,24,18,30,30,6,6,24,30,6,6,12,18,6,12,32,135,160,27,78,66,60,78,72,78,78,72,66,60,0,342,22.8
1806000,52,39,24,12,12,2,0,0,0,0,0,0,0,0,0,0,11,55,64,11,52,6,36,8,39,50,9,40,6,36,1,141,9.4
1807000,73,42,24,24,31,18,6,30,19,18,18,30,5,6,6,12,29,154,145,34,78,51,95,54,84,73,54,84,55,96,0,350,23.333333333333332
1807000,72,36,12,12,36,30,6,18,18,8,6,12,0,0,0,0,22,110,112,22,72,42,54,44,54,72,44,54,42,54,1,266,17.733333333333334
1808000,83,48,24,22,35,18,6,16,29,18,0,3,19,12,0,0,27,136,146,24,78,69,55,61,70,80,62,72,65,54,0,333,22.2
1808000,75,45,30,24,31,17,7,13,30,34,12,6,12,18,6,12,34,145,159,34,75,73,69,74,81,77,73,80,73,69,1,360,24.0
1809000,72,42,18,20,31,30,0,8,25,30,6,15,13,25,6,12,31,145,144,33,73,68,73,77,62,75,76,60,69,73,0,341,22.733333333333334
1809000,77,42,18,18,35,23,5,23,24,24,12,30,6,6,6,12,28,165,140,28,77,65,87,60,72,77,60,72,65,87,1,349,23.266666666666666
1810000,80,44,25,19,35,18,12,24,23,6,12,18,17,17,18,12,29,170,151,30,79,76,83,60,82,78,61,83,75,83,0,368,24.533333333333335
1810000,78,48,24,24,30,19,6,18,24,12,6,12,18,12,0,0,29,130,145,27,79,54,66,60,72,78,60,72,54,67,1,331,22.066666666666666
1811000,78,42,24,18,36,23,6,6,30,24,6,6,24,36,18,12,31,170,155,33,77,90,72,84,66,78,84,66,90,71,1,377,25.133333333333333
1811000,65,49,40,29,18,12,0,6,18,18,0,6,12,18,6,12,27,126,129,27,70,48,69,48,74,67,47,73,48,74,0,297,19.8
1812000,78,48,24,24,30,24,6,30,18,10,6,24,12,12,12,24,33,150,169,30,78,60,84,70,90,76,72,90,60,84,1,358,23.866666666666667
1812000,53,21,13,6,30,24,18,12,0,0,0,0,0,0,0,0,14,79,70,14,48,24,45,24,36,53,24,36,24,40,0,177,11.8
1813000,60,42,36,24,18,6,0,0,12,14,0,0,6,12,0,0,19,100,91,20,60,30,60,26,54,62,24,54,30,60,1,230,15.333333333333334
1813000,48,12,0,0,36,12,0,0,36,18,0,0,18,12,0,0,16,80,80,16,48,60,12,60,12,48,60,12,60,12,0,192,12.8
1814000,49,18,12,6,31,24,18,12,11,0,0,0,0,0,0,0,15,74,75,17,53,26,36,30,36,49,30,36,30,36,1,181,12.066666666666666
1814000,48,24,12,6,12,0,6,6,12,0,6,6,12,12,18,12,16,80,80,16,48,36,36,36,36,48,36,36,36,36,0,180,12.0
1815000,47,18,6,0,29,12,6,0,25,18,6,0,19,13,7,0,19,76,95,16,44,58,14,66,24,47,66,24,55,14,1,206,13.733333333333333
1815000,48,36,36,18,12,12,18,12,0,0,0,0,0,0,0,0,16,80,80,16,48,12,60,12,60,48,12,60,12,60,0,192,12.8
1816000,48,18,12,6,30,6,6,6,30,24,18,12,0,0,0,0,18,90,90,18,48,48,36,48,36,48,48,36,48,36,0,216,14.4
1816000,54,30,18,6,12,0,0,6,12,0,0,6,11,11,11,12,13,95,65,16,53,36,46,18,36,54,18,36,35,46,1,177,11.8
1817000,54,24,12,6,30,12,6,4,30,12,6,4,30,30,12,3,24,100,131,20,54,72,24,83,42,51,86,42,72,24,0,272,18.133333333333333
1817000,43,24,24,18,23,12,18,12,12,0,0,0,0,0,0,0,16,74,80,16,48,18,48,24,48,43,24,48,23,48,1,186,12.4
1818000,85,37,27,12,36,24,6,2,12,6,12,2,6,6,6,9,24,127,109,28,87,48,62,37,54,88,34,54,48,64,0,279,18.6
1818000,48,18,12,6,26,6,6,6,25,24,18,12,11,0,0,0,19,85,95,19,47,45,36,54,36,48,54,36,44,36,1,218,14.533333333333333
1819000,65,24,12,6,29,12,6,6,29,12,6,6,25,36,18,12,24,136,120,24,61,87,42,72,42,65,72,42,83,42,1,292,19.466666666666665
1819000,72,41,21,12,31,18,18,18,19,12,6,12,13,11,0,0,26,122,130,26,74,45,65,60,60,72,60,60,45,67,0,304,20.266666666666666
1820000,90,60,36,12,30,24,12,0,6,6,12,0,0,0,0,0,26,110,130,22,90,30,60,36,72,90,36,72,30,60,1,288,19.2
1820000,29,12,0,0,5,0,0,0,5,0,0,0,5,1,0,0,3,36,15,3,25,15,11,0,6,29,0,6,15,7,0,57,3.8
1821000,61,18,12,12,36,18,12,18,24,12,6,12,18,12,0,0,21,120,105,25,61,60,54,54,42,61,54,42,60,54,1,271,18.066666666666666
1821000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
1822000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.06666666666666667
1822000,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,10,2,17,0,6,0,6,17,0,6,0,6,1,29,1.9333333333333333
1823000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
1823000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
1824000,57,29,18,12,18,6,12,18,12,0,6,6,12,12,18,12,21,104,102,21,58,42,53,42,53,59,42,51,42,54,0,236,15.733333333333333
1824000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0.06666666666666667
1825000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
1825000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.06666666666666667
1826000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
1826000,58,29,18,12,18,6,12,18,12,0,6,6,12,12,18,12,21,105,102,21,58,42,54,42,53,60,42,51,42,54,1,237,15.8
1827000,11,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,3,15,14,3,11,12,0,12,0,12,11,0,12,0,0,35,2.3333333333333335
1827000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
1828000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
1828000,11,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,3,15,14,3,11,12,0,12,0,12,11,0,12,0,1,35,2.3333333333333335
1829000,11,6,0,0,6,6,0,0,6,12,0,0,0,0,0,0,4,20,19,4,11,12,6,12,6,12,12,5,12,6,0,47,3.1333333333333333
1829000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
1830000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
1830000,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,2,2,1,3,1,0,0,1,5,0.3333333333333333
1831000,23,12,12,6,12,0,6,6,12,12,18,12,0,0,0,0,11,55,54,11,23,24,30,24,30,24,24,29,24,30,0,131,8.733333333333333
1831000,10,4,0,0,6,5,0,0,6,11,0,0,0,0,0,0,4,20,14,4,10,12,6,10,4,11,9,4,12,6,1,42,2.8
1832000,12,6,6,0,6,0,6,0,6,6,12,0,0,0,0,0,5,25,25,5,12,12,12,12,12,12,12,12,12,12,1,60,4.0
1832000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
1833000,12,6,6,6,6,0,0,6,6,6,6,12,0,0,0,0,6,30,30,6,12,12,18,12,18,12,12,18,12,18,1,72,4.8
1833000,23,6,0,0,18,6,0,0,18,6,0,0,18,12,0,0,9,45,44,9,23,36,6,36,6,24,35,6,36,6,0,107,7.133333333333334
1834000,28,12,12,6,12,0,6,6,12,0,6,6,12,12,18,12,13,65,69,13,28,36,30,36,30,28,36,30,36,30,0,148,9.866666666666667
1834000,12,0,0,0,12,0,0,0,12,0,0,0,12,0,0,0,4,20,20,4,12,18,0,18,0,12,18,0,18,0,1,48,3.2
1835000,44,24,12,0,12,0,0,0,12,0,0,0,0,0,0,0,9,45,41,9,44,12,18,12,18,44,12,18,12,18,0,104,6.933333333333334
1835000,18,12,6,0,6,6,6,0,7,6,6,0,7,13,7,0,11,25,55,9,19,19,8,36,18,18,36,18,20,8,1,100,6.666666666666667
1836000,36,18,12,12,18,12,0,0,0,0,0,0,0,0,0,0,9,45,45,9,36,12,24,12,24,36,12,24,12,24,0,108,7.2
1836000,43,6,6,6,24,0,0,6,23,0,0,6,11,11,11,12,11,85,56,13,42,47,28,30,18,43,30,18,46,28,1,153,10.2
1837000,47,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,39,8,47,0,24,0,24,47,0,24,0,24,1,95,6.333333333333333
1837000,31,18,12,6,13,18,18,12,1,7,0,0,0,0,0,0,13,45,65,13,31,14,31,24,36,31,24,36,14,31,0,136,9.066666666666666
1838000,17,6,6,0,11,0,6,0,11,11,12,0,0,0,0,0,5,45,25,5,17,22,17,12,12,17,12,12,22,17,0,80,5.333333333333333
1838000,36,18,12,12,18,12,0,0,0,0,0,0,0,0,0,0,9,45,45,9,36,12,24,12,24,36,12,24,12,24,1,108,7.2
1839000,31,18,12,6,15,18,18,12,5,12,0,0,0,0,0,0,13,56,65,13,36,16,35,24,36,31,24,36,20,36,1,147,9.8
1839000,12,6,6,6,6,0,0,6,6,6,6,12,0,0,0,0,6,30,30,6,12,12,18,12,18,12,12,18,12,18,0,72,4.8
1840000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
1840000,17,6,6,0,9,0,6,0,7,6,12,0,0,0,0,0,5,34,25,5,12,20,13,12,12,17,12,12,16,12,1,69,4.6
1841000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.06666666666666667
1841000,12,6,6,6,6,0,0,6,6,6,6,12,0,0,0,0,6,30,30,6,12,12,18,12,18,12,12,18,12,18,1,72,4.8
1842000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0.06666666666666667
1842000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
1843000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.06666666666666667
1843000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0.06666666666666667
1844000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.06666666666666667
1844000,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,13,3,22,0,6,0,6,22,0,6,0,6,1,34,2.2666666666666666
1845000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.06666666666666667
1845000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
1846000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0.06666666666666667
1846000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
1847000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.06666666666666667
1847000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
1848000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.06666666666666667
1848000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0.06666666666666667
1849000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.06666666666666667
1849000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0.06666666666666667
1850000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.06666666666666667
1850000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0.06666666666666667
1851000,21,9,10,6,12,0,4,6,12,12,17,12,0,0,0,0,11,55,44,11,21,24,30,21,25,23,20,24,24,30,0,121,8.066666666666666
1851000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
1852000,30,12,4,0,18,6,4,0,18,6,3,0,18,12,3,0,11,45,69,9,30,36,6,46,16,27,47,18,36,6,0,134,8.933333333333334
1852000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0.06666666666666667
1853000,30,6,8,6,12,0,2,6,12,0,3,6,12,12,15,12,12,70,46,14,30,36,30,26,20,33,25,18,36,30,0,130,8.666666666666666
1853000,9,4,4,0,6,0,5,0,6,6,12,0,0,0,0,0,5,25,17,5,9,12,12,11,8,12,9,7,12,12,1,52,3.466666666666667
1854000,24,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,20,20,4,24,6,6,6,6,24,6,6,6,6,0,48,3.2
1854000,36,12,6,6,24,6,0,6,24,12,6,12,18,12,0,0,15,75,75,15,36,48,24,48,24,36,48,24,48,24,1,180,12.0
1855000,12,6,0,0,6,12,0,0,0,0,0,0,0,0,0,0,3,15,15,3,12,6,6,6,6,12,6,6,6,6,0,36,2.4
1855000,31,12,12,6,12,0,6,6,12,0,6,6,12,12,18,12,14,65,70,14,31,36,30,36,30,31,36,30,36,30,1,151,10.066666666666666
1856000,29,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,25,20,4,29,6,6,6,6,29,6,6,6,6,1,53,3.533333333333333
1856000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
1857000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.06666666666666667
1857000,12,6,0,0,6,12,0,0,0,0,0,0,0,0,0,0,3,15,15,3,12,6,6,6,6,12,6,6,6,6,1,36,2.4
1858000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
1858000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
1859000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.06666666666666667
1859000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0.06666666666666667
1860000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
1860000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
1861000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.06666666666666667
1861000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0.06666666666666667
1862000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
1862000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
1863000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.06666666666666667
1863000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0.06666666666666667
1864000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
1864000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
1865000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
1865000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0.06666666666666667
1866000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.06666666666666667
1866000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
1867000,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,10,0,2,6,6,0,1,0,7,0,0,6,0,0,13,0.8666666666666667
1867000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
1868000,36,18,12,6,18,24,18,12,0,0,0,0,0,0,0,0,12,60,60,12,36,18,36,18,36,36,18,36,18,36,0,144,9.6
1868000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0.06666666666666667
1869000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0.06666666666666667
1869000,30,12,6,0,18,6,6,0,18,12,6,0,0,0,0,0,12,35,60,7,30,24,6,36,18,30,36,18,24,6,0,114,7.6
1870000,30,12,6,0,18,18,12,0,0,0,0,0,0,0,0,0,7,45,35,9,30,18,18,12,18,30,12,18,18,18,1,96,6.4
1870000,24,12,12,6,12,0,6,6,12,12,18,12,0,0,4,0,11,55,59,11,24,24,30,28,30,22,30,30,24,30,0,136,9.066666666666666
1871000,36,12,6,6,24,12,6,12,18,12,0,0,0,0,0,0,12,60,60,12,36,30,24,30,24,36,30,24,30,24,1,144,9.6
1871000,18,6,6,6,12,0,0,6,12,0,0,6,12,12,14,12,8,65,36,13,18,36,30,20,18,20,18,18,36,30,0,110,7.333333333333333
1872000,24,12,12,6,12,0,6,6,12,12,18,12,0,0,0,0,11,55,55,11,24,24,30,24,30,24,24,30,24,30,1,132,8.8
1872000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
1873000,18,12,12,6,6,0,6,6,7,0,6,6,7,7,13,7,13,30,65,11,19,19,15,36,30,18,36,30,20,15,1,112,7.466666666666667
1873000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.06666666666666667
1874000,6,0,0,0,6,0,0,0,5,0,0,0,5,5,5,5,0,35,0,2,5,17,15,0,0,6,0,0,16,15,1,32,2.1333333333333333
1874000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
1875000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
1875000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.06666666666666667
1876000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0.06666666666666667
1876000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.06666666666666667
1877000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
1877000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.06666666666666667
1878000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0.06666666666666667
1878000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
1879000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0.06666666666666667
1879000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.06666666666666667
1880000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0.06666666666666667
1880000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.06666666666666667
1881000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
1881000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.06666666666666667
1882000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0.06666666666666667
1882000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.06666666666666667
1883000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0.06666666666666667
1883000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.06666666666666667
1884000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0.06666666666666667
1884000,33,9,10,6,12,0,4,6,12,0,5,6,12,12,17,12,14,70,58,14,33,36,30,32,25,35,31,24,36,30,0,144,9.6
1885000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0.06666666666666667
1885000,30,30,18,6,0,0,0,0,0,0,0,0,0,0,0,0,9,25,45,5,30,0,18,0,36,30,0,36,0,18,0,84,5.6
1886000,21,9,10,6,12,0,4,6,12,0,5,6,12,12,18,12,13,65,54,13,21,36,30,33,25,24,31,24,36,30,1,133,8.866666666666667
1886000,30,12,6,6,18,12,0,0,0,0,0,0,0,0,0,0,5,45,25,9,30,12,24,12,6,30,12,6,12,24,0,84,5.6
1887000,36,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,30,6,36,0,18,0,18,36,0,18,0,18,1,72,4.8
1887000,36,6,6,0,30,0,6,0,30,6,12,0,12,0,0,0,12,60,60,12,36,42,12,42,12,36,42,12,42,12,0,144,9.6
1888000,36,18,12,12,18,12,0,0,0,0,0,0,0,0,0,0,9,45,45,9,36,12,24,12,24,36,12,24,12,24,1,108,7.2
1888000,36,18,6,6,18,12,0,6,18,24,6,12,6,12,0,0,15,75,75,15,36,42,30,42,30,36,42,30,42,30,0,180,12.0
1889000,31,6,6,0,27,0,6,0,29,6,12,0,12,0,0,0,12,51,60,12,36,34,11,42,12,31,42,12,38,12,1,135,9.0
1889000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
1890000,42,18,6,0,21,12,6,0,19,18,6,0,12,18,12,0,15,84,76,15,37,56,25,48,24,41,48,25,52,24,1,190,12.666666666666666
1890000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.06666666666666667
1891000,23,12,12,12,12,0,0,12,12,6,6,18,6,6,6,12,13,65,64,13,23,30,36,30,36,24,30,35,30,36,1,143,9.533333333333333
1891000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
1892000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
1892000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.06666666666666667
1893000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0.06666666666666667
